#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
07-03-36-547034.jpg,302491,{},1,0,"{""name"":""rect"",""x"":0,""y"":6,""width"":183,""height"":262}","{""pollen"":""p"",""colour"":""y""}"
07-04-22-307023.jpg,302099,{},1,0,"{""name"":""rect"",""x"":603,""y"":98,""width"":181,""height"":263}","{""pollen"":""p"",""colour"":""y""}"
07-04-30-517187.jpg,303536,{},1,0,"{""name"":""rect"",""x"":397,""y"":422,""width"":167,""height"":254}","{""pollen"":""p"",""colour"":""y""}"
07-04-47-937102.jpg,299756,{},1,0,"{""name"":""rect"",""x"":164,""y"":455,""width"":184,""height"":255}","{""pollen"":""p"",""colour"":""o""}"
07-04-52-367104.jpg,300791,{},0,0,{},{}
07-05-14-787050.jpg,297807,{},1,0,"{""name"":""rect"",""x"":478,""y"":73,""width"":188,""height"":287}","{""pollen"":""p"",""colour"":""y""}"
07-05-15-967098.jpg,297625,{},1,0,"{""name"":""rect"",""x"":448,""y"":250,""width"":190,""height"":291}","{""pollen"":""p"",""colour"":""y""}"
07-05-48-197140.jpg,296839,{},1,0,"{""name"":""rect"",""x"":6,""y"":429,""width"":179,""height"":274}","{""pollen"":""p"",""colour"":""y""}"
07-07-01-697223.jpg,295589,{},1,0,"{""name"":""rect"",""x"":345,""y"":7,""width"":164,""height"":275}","{""pollen"":""p"",""colour"":""o""}"
07-07-11-397129.jpg,294579,{},1,0,"{""name"":""rect"",""x"":245,""y"":381,""width"":175,""height"":241}","{""pollen"":""p"",""colour"":""y""}"
07-08-01-747066.jpg,296561,{},1,0,"{""name"":""rect"",""x"":492,""y"":129,""width"":176,""height"":248}","{""pollen"":""p"",""colour"":""y""}"
07-08-37-857031.jpg,299646,{},0,0,{},{}
07-09-25-267124.jpg,294565,{},1,0,"{""name"":""rect"",""x"":208,""y"":164,""width"":199,""height"":303}","{""pollen"":""p"",""colour"":""y""}"
07-10-31-317027.jpg,292644,{},1,0,"{""name"":""rect"",""x"":201,""y"":559,""width"":181,""height"":267}","{""pollen"":""p"",""colour"":""y""}"
07-12-35-407194.jpg,297243,{},0,0,{},{}
07-12-36-597147.jpg,297139,{},1,0,"{""name"":""rect"",""x"":670,""y"":166,""width"":142,""height"":271}","{""pollen"":""p"",""colour"":""o""}"
07-12-37-807005.jpg,296173,{},0,0,{},{}
07-12-38-907013.jpg,295460,{},0,0,{},{}
07-13-15-177110.jpg,300630,{},1,0,"{""name"":""rect"",""x"":429,""y"":566,""width"":207,""height"":255}","{""pollen"":""p"",""colour"":""o""}"
07-13-16-287021.jpg,302942,{},1,0,"{""name"":""rect"",""x"":171,""y"":96,""width"":186,""height"":255}","{""pollen"":""p"",""colour"":""y""}"
07-17-15-377103.jpg,298733,{},0,0,{},{}
07-17-16-557091.jpg,297179,{},0,0,{},{}
07-18-48-607190.jpg,297514,{},0,0,{},{}
07-23-03-327013.jpg,299601,{},0,0,{},{}
07-25-50-217134.jpg,300231,{},1,0,"{""name"":""rect"",""x"":377,""y"":0,""width"":194,""height"":248}","{""pollen"":""p"",""colour"":""y""}"
07-26-09-637256.jpg,287860,{},1,0,"{""name"":""rect"",""x"":15,""y"":123,""width"":179,""height"":269}","{""pollen"":""p"",""colour"":""y""}"
07-27-37-527137.jpg,283441,{},0,0,{},{}
07-27-58-396996.jpg,290711,{},1,0,"{""name"":""rect"",""x"":237,""y"":35,""width"":190,""height"":267}","{""pollen"":""p"",""colour"":""o""}"
07-28-10-707149.jpg,301793,{},0,0,{},{}
07-29-05-667067.jpg,304650,{},0,0,{},{}
07-30-48-127102.jpg,305962,{},0,0,{},{}
07-32-20-707146.jpg,303660,{},0,0,{},{}
07-32-21-917093.jpg,302318,{},0,0,{},{}
07-38-01-847039.jpg,290838,{},0,0,{},{}
07-38-08-467076.jpg,292299,{},0,0,{},{}
07-39-34-217034.jpg,300416,{},0,0,{},{}
07-40-01-896977.jpg,299865,{},0,0,{},{}
